Hospital_Name,Hospital_Type,Hospital_Category,State,District,Pincode,Specialties,Facilities,Address_Original_First_Line,Telephone
Golden Park Hospital,Private,0,Maharashtra,Thane,401202,0,0,Behind Parvati Cinema Sai Nagar Vasai - West Vasai,0
Ishaan Urology Center,Private,0,Maharashtra,Thane,401202,0,0,"Ground Floor, Surya-Sagar Bldg., Vidyavardhani Endd. College, Behind Tungareshwar Sweet Mart, Behind Gurudwara, Near Railway Station",0
Ishwar Children Clinc,Private,0,Maharashtra,Thane,401202,0,0,"Shreenidhi Shreekrishna Complex, Stella Vasai West",0
Joshi Maternity and Eye Hospital,Private,0,Maharashtra,Thane,401202,0,0,"Friendship Corner, Dindayal Nagar, Vasai Road(W)",0
Kalpana Lifeline Hospital Pvt. Ltd,Private,0,Maharashtra,Thane,401202,0,0,"Plot No.16, Ambadi Road, Opposite Akshay Hotel, Vasai(W)",0
Krishnadeep Eye Care Centre,Clinic,0,Maharashtra,Thane,401202,0,0,Vasai,0
Kusum Maternity and Medicare,Private,0,Maharashtra,Thane,401202,0,0,"C/102/103, Maurya Shopping Centre, Ambadi Road, Vasai (W), Thane",0
Madhura Nursing Home,Clinic,0,Maharashtra,Thane,401202,0,0,Sukhmani Palace Veer Savarkar Nagar Navghar Vasai Road-West Vasai,0
Prakash Nursing Home,Clinic,0,Maharashtra,Thane,401202,0,0,"Vishal Apartment, Opposite Union Bank Of India, Vasai Road(W)",0
Ravi Hospital,Private,0,Maharashtra,Thane,401202,0,0,"#50, Anand Nagar, Navghar,Near Plat Form No.1,Vasai(W)",0
Shree Surgical and General Hospital,Private,0,Maharashtra,Thane,401202,0,0,"Kuber Apartment, Ambadi Road, Diwanman, Vasai (W)",0
The Vasai Blind Relief Association Eye And General,Private,0,Maharashtra,Thane,401202,0,0,"Azad Road, Parnaka, Vasai, (W)",0
Vedamrut Health Edu Trust and Research Centre,Private,0,Maharashtra,Thane,401202,0,0,"4 Gokul Bldg M G Road Hariniwas Bus Stop Opp Syndicate Bank ,Thane W",0
"Dr, Dandavate`S Hospital",Private,0,Maharashtra,Thane,401203,0,0,"Satyam Complex , Station Road, Nallasopara West Vasai",0
Krishna Hospital,Private,0,Maharashtra,Thane,401203,0,0,S.T.Depot Road Nallasopara(W),0
Sane Nursing Home,Clinic,0,Maharashtra,Thane,401203,0,0,"Patankarpark, Groundflr, Stationroad",0
Shree Venkatesha Hospital And Polyclinic,Clinic,0,Maharashtra,Thane,401203,0,0,"A Wing, 1St Floor, Bably Apartment, , Station Road, Nallasopara(West)",0
Sushrut Hospital,Private,0,Maharashtra,Thane,401203,0,0,"A-101 Satyam Complex Station Road , Nallasopara West",0
Tate Hospital,Private,0,Maharashtra,Thane,401203,0,0,"Sukh-Angan, F-1+F2, B-1 & Bs-20, S T Depot, Nalasopara (W), S T Depot, Nalasopara (W)",0
Venkatesh Hospital,Private,0,Maharashtra,Thane,401203,0,0,"A Wing ,Flirst Floor Bably Apartment Station Road, Nallasopara (W)",0
Krishna Nursing Home,Clinic,0,Maharashtra,Thane,401206,0,0,"Dr Sheetal Patil / Dr Vinay Patil, Neel Orchid Building, Plot No 41, Khanda Colony, Sector No 10, Near St Joseph Cbse High School, Panvel, Navi Mumbai",0
Cardinal Gracias Memorial Hospital,Private,0,Maharashtra,Thane,401208,0,0,"Banglinaka, Sandor, P.O. Vasai",0
Dr Goyal's Children General Hospital,Private,0,Maharashtra,Thane,401208,0,0,Sai Aangan Evershine City Vasai (E) Vasai - East,0
Huda Nursing Home,Clinic,0,Maharashtra,Thane,401208,0,0,"1128, Nasik Road, OppositeArif Momin Garden, V P Naka,Bhiwandi",0
Vasai Medical Foundation Charitable Trust,Private,0,Maharashtra,Thane,401208,0,0,Vasai,0
Aakanksha Clinic,Clinic,0,Maharashtra,Thane,401209,0,0,"Aakansha Commercial Complex, Achole Road",0
Arth Hospital,Private,0,Maharashtra,Thane,401209,0,0,,0
Ashirwad Nursing Home,Clinic,0,Maharashtra,Thane,401209,0,0,"Seema Complex, Tulinj Road C-Wing Nallasopara - East",0
Garden View Nursing Home,Clinic,0,Maharashtra,Thane,401209,0,0,"A/2, Garden View Hsg. Soc. Tulinj Road,Above Trupti Store, Nallasopara",0
Hatalkar Hospital,Private,0,Maharashtra,Thane,401209,0,0,"Topaz Trade Centre,Tulinz Road, Nallasopara (E)",0
Jivdani Hospitals Pvt. Ltd (C/O Alliance Hospital),Private,0,Maharashtra,Thane,401209,0,0,"Tulinj Road,Near Atmavallabh Society",0
Manorama Nursing Home,Clinic,0,Maharashtra,Thane,401209,0,0,"Sai Sadan Bldg, Ambawadi, Nallasopara East",0
Neminath Hospital,Private,0,Maharashtra,Thane,401209,0,0,"M Wing, Ground Floor, Vasant Nagari, Link Road, Near Achole Talav, Nalasopara (E)",0
Platinum Hospitals Pvt Ltd,Private,0,Maharashtra,Thane,401209,0,0,"Shri Sai Sankalp Siddhi Complex,OppositeRange Office,Vasai(East)",0
Rajsukh Medical Care Unit,Private,0,Maharashtra,Thane,401209,0,0,Nallasopara,0
Riddhi Nursing Home,Clinic,0,Maharashtra,Thane,401209,0,0,"Veena Sur Shyam Complex, Next To Vasant,Nagari, Nallasopara Link Road, Nallasopara (E)",0
Vijayalaxami Maternity Surgical and General Hospital,Private,0,Maharashtra,Thane,401209,0,0,"A/101-104,Savita Apt,Near Kanchan School Taki",0
Riddhi Siddhi Hospital,Private,0,Maharashtra,Thane,401301,0,0,"1St Flr., Sheetal Plaza, Opposite Shivar Garden Mira Bhayandar Road, Bhayandar(E)",0
Sanjivani Hospital,Private,0,Maharashtra,Thane,401301,0,0,Virar (W),0
Sanyam Eye Institute,Private,0,Maharashtra,Thane,401301,0,0,"001-002, Building No 31, Harsh Vihar Cooperative Housing Society , Sector No 1 Mira Road (E)",0
Shushrusha Hospital,Private,0,Maharashtra,Thane,401301,0,0,"Agashi, Near K. G. High School, Chalpeth Road, Virar (W)",0
Sparsh Maternity and Nursing Home,Clinic,0,Maharashtra,Thane,401302,0,0,Shop No 301 3Rd Flr Block-4 Emerald Plaza Hiranandani Meadows Thane W,0
Abhinav Paediatric Clinic and Day Care Centre,Clinic,0,Maharashtra,Thane,401303,0,0,201 Mataji Krupa Phoolpada Road Virar E Thane,0
Abhyuday Maternity Home,Private,0,Maharashtra,Thane,401303,0,0,"Prerna Bldg. No.1, Opposite Octroi Naka, Virat Nagar, Virar(W)",0
Adarsh Maternity Home and Genesis Test Tube Baby Cen,Private,0,Maharashtra,Thane,401303,0,0,"G9/10, Gopani Nagar, Near Central Park Virar",0
Ankur Paediatric Hospital And Premature Baby Unit,Private,0,Maharashtra,Thane,401303,0,0,"204, Thakur Tower Raja C S Marg, Virar - West",0
Ashasuman Hopital,Private,0,Maharashtra,Thane,401303,0,0,"Gopani Nagar, Bolinj Virar",0
Ashok Raut Orthopaedic Hospital,Private,0,Maharashtra,Thane,401303,0,0,"Bayabai Shopping Centre, Agashi Road",0
Ashwini Hospital,Private,0,Maharashtra,Thane,401303,0,0,"Nr. St Stand, Virar (W)",0
Dr. Joshi Hospital,Private,0,Maharashtra,Thane,401303,0,0,"Opposite Rly. Station,Virar(W)",0
Dr.Joglekars Abhyuday Maternity Home,Private,0,Maharashtra,Thane,401303,0,0,"Virat Nagar ,Virar",0
Mahavir Nursing Home,Clinic,0,Maharashtra,Thane,401303,0,0,"Vimalnath Apartment, M B Estate, Ram Mandir Road, Virar",0
Omkar Orthopaedic Hospital,Private,0,Maharashtra,Thane,401303,0,0,"B 102/103 , Prathmesh Vihar Co Op Hsg Soc, Virar Agashi Road, Virar (W) Virar Agashi Road, Virar (W)",0
Param Maternity and Surgical Nursing Home,Clinic,0,Maharashtra,Thane,401303,0,0,"Ambo Vihar, Tirupati Nagar, Virar(W)",0
Sahyog Hospital and Research Center,Private,0,Maharashtra,Thane,401303,0,0,"Yashwant Vihar Complex Near M.G.M.School,Bolinj,Virar(West)",0
Sankalp Hospital and Iccu,Private,0,Maharashtra,Thane,401303,0,0,"Keshav Appartment Gr, Floor Near Hotel Swad Agashi Rd Virar",0
Shree Sai Nursing Home,Clinic,0,Maharashtra,Thane,401303,0,0,"Charbhuja Apartment, 1St Floor, Infront Of Disha Hotel, Bolinj Road Virar(West)",0
Shreepal Netralaya,Private,0,Maharashtra,Thane,401303,0,0,"120/132/133/135, Shreepal Shopping Centre, Raja Chhatrapati Shivaji Rd, Virar West",0
Vijay Ent Hospital and Dignostic Center,Private,0,Maharashtra,Thane,401303,0,0,"101-102, First Floor, Sterling Apts., Near Woodland Cinema",0
Virar Maternity and Nursing Home,Clinic,0,Maharashtra,Thane,401303,0,0,"Vishal Apartments, Raja Chhatrapati Shivaji Marg Virar West Pin",0
Shree Balaji Hospital,Private,0,Maharashtra,Thane,401305,0,0,"B, Mirzanagar Building, Bazar Ward, Near Railway Station, Virar(E)",0
Vaitarna Medical Centre,Private,0,Maharashtra,Thane,401403,0,0,"Manor, Taluka Palghar",0
Dhada Hospital,Private,0,Maharashtra,Thane,401404,0,0,"Near Raj Talkies, Tembhode Road",0
Gokul Maternity Home,Private,0,Maharashtra,Thane,401404,0,0,Palghar,0
Palghar Nursing Home and Child Health Care Centre,Clinic,0,Maharashtra,Thane,401404,0,0,"Alco Arcade Building, Opposite Congress Bhuvan, Kacheri Road Palghar",0
Anand General Hospital - Boisar,Private,0,Maharashtra,Thane,401501,0,0,"1St Floor, Roop Rajat Nagar, Chitralaya Road, Tal - Palghar Boisar (West)",0
Boisar Nursing Home,Clinic,0,Maharashtra,Thane,401501,0,0,"Deejay Nagar, Boisar Road",0
City General Hospital,Private,0,Maharashtra,Thane,401501,0,0,"Besides Gausalya Park, Near Sbi, Tarapur Road, Boisar",0
Lifeline General Hospital,Private,0,Maharashtra,Thane,401501,0,0,"No. 2A, Gopikrishna Blding, Navapur Road, Boisar",0
Saileela Hospital - Boisar,Private,0,Maharashtra,Thane,401501,0,0,"Flt No. 303,2Nd Floor Kalpavruksh Bldg,Oswal Empire,Boisar[W] Satyam Bldg,Oswal Empire,Navapur Rd,Opp Hotel Kalash",0
City General Hospital - Thane,Private,0,Maharashtra,Thane,401502,0,0,"Near State Bank Of India, Tarapur Road, Boisar , Taluka - Palghar",0
Sai Seva Nursing Home,Clinic,0,Maharashtra,Thane,401506,0,0,"Shivaji Nagar, Salwad, Boisar",0
Tarapur Medical And Research Charitable Trust Hosp,Private,0,Maharashtra,Thane,401506,0,0,Am-32 Tarapur M I D C Boisar,0
Dr Wadekars Hospital and Iccu,Private,0,Maharashtra,Thane,401602,0,0,"1St Floor, Annapurna Park, Dahanu Road, Western Railway Station",0
Kety Medicare Centre,Private,0,Maharashtra,Thane,401602,0,0,"Kety Nagar, Dahanu Road",0
Sewa Nursing Home,Clinic,0,Maharashtra,Thane,401602,0,0,"Swastik Complex, Sarawali Dahanu Road Dahanu Road",0
Shital Nursing Home,Clinic,0,Maharashtra,Thane,401603,0,0,"Buddhadev Nagaar, Dahanu Rd",0
Mamta Hospital,Private,0,Maharashtra,Thane,421001,0,0,"Next To Saibaba Mandir, Opposite Bus Stop, Ulhasnagar",0
Tomar Nursing Home,Clinic,0,Maharashtra,Thane,421001,0,0,"Prabhu Apartment, Opp, Union Bank Near Bus Depot Ulhasnagar",0
Ahuja Nursing Home,Clinic,0,Maharashtra,Thane,421002,0,0,"Dass Chambers, 1St Floor, Furniture Bazar, Ulhasnagar",0
Sukhmanii Hospital,Private,0,Maharashtra,Thane,421002,0,0,"Mata Ganga Bhavan Above Mseb Office, Hospital Road, Nehru Chowk",0
Ashirwad Hospital,Private,0,Maharashtra,Thane,421004,0,0,"Maratha Section, Near Jijamata Udyan, Ulhasnagar",0
Dhanvantari Hospital,Private,0,Maharashtra,Thane,421004,0,0,"Lal Chaki Chowk, Sangev Compound-4, Ulhasnagar",0
Dr. Balanis Sanjeevani Hospital,Private,0,Maharashtra,Thane,421004,0,0,"C- 681/1362, Netaji Road, Ulhasnagar, Thane",0
Dr. Deshpandes Ashirwad Hospital,Private,0,Maharashtra,Thane,421004,0,0,"Maratha Section, Near Jaa Mata Udyan Ulhasnagar",0
Girija Nursing Home and General Hospital,Clinic,0,Maharashtra,Thane,421004,0,0,"Ulhasnagar-4, Lalchakki, Station Road, V S Marg, Ulhasnagar, Opposite Sanjivni Medical",0
Manas Nursing Home,Clinic,0,Maharashtra,Thane,421004,0,0,"Behind Venus Cinema, Station, Rd, Section 25, Ulhasnagar",0
Matoshree Hospital,Private,0,Maharashtra,Thane,421004,0,0,"Kaushal Plaza, Near Shriram Cinema, Between Metro Hotel & Shriram Cinema, Infront Of Octori Naka, Pawai Chowk, Ulhasnagar",0
Meera Hospital - Ulhasnagar,Private,0,Maharashtra,Thane,421004,0,0,"Roop Milan Apt., 1St Floor, Opp Venus Theatre Sec.25,Ulhasnagar-4",0
Sai Prasad Maternity and Surgical Home,Private,0,Maharashtra,Thane,421004,0,0,"Guru Kripa,Near Sai Baba Mandir,Opp Pawai Petrol Pump,Ulhasnagar",0
Srushti Nursing Home,Clinic,0,Maharashtra,Thane,421004,0,0,"Block C-1, Opposite Vishal Megamart, Netaji Venus Road, Uthanagar",0
Gungeet Hospital and Polyclinic,Clinic,0,Maharashtra,Thane,421005,0,0,"A/823, R. No.1645, Near Kuldevi Mata Mandir, Gandhi Road,Ulhasnagar-5",0
New Swastik Multi Speciality Hospital,Private,0,Maharashtra,Thane,421005,0,0,"Block No.895/1789, Near Gurunanik School, Kurla Camp Road",0
Swasthik Maternity,Private,0,Maharashtra,Thane,421005,0,0,Ulhasnagar,0
Aarogyam Hospital,Clinic,0,Maharashtra,Thane,421201,0,0,"Shripat Smruti Building,1St Floor, Star Colony, Manpadha Road,OppositeBank Of Baroda",0
Aastha Hospital And Critical Care Centre,Private,0,Maharashtra,Thane,421201,0,0,Tata Lane Joshi Wadi Dombivli - East Dombivli,0
Amrut Hospital And Endoscopic Clinic,Clinic,0,Maharashtra,Thane,421201,0,0,"Rameshwari Appartment Dr Rajendra Prasad Road, Tilak Nagar Dombivli - East Dombivli",0
Anand Hospital and Heart Cure Unit,Private,0,Maharashtra,Thane,421201,0,0,"Matrualankar, Behind Durga Hotel Phadke Cross Road, Dombivli (E)",0
Anil Eye Hospital,Private,0,Maharashtra,Thane,421201,0,0,"Krishna Smruti,1St Floor,Phadke Road, Opposite Pitre Bldg, Dombivli (E)",0
Asian Institute Of Medical Sciences,Private,0,Maharashtra,Thane,421201,0,0,"Plot No-P.72, Milapnagarm.I.D.C, Dombivili, East",0
Asmita Nursing Home,Clinic,0,Maharashtra,Thane,421201,0,0,"Ground Floor,Prashant Chs Ltd Agarkar Road,Off Phadke Road Dombivli",0
Atharva Dental Clinic,Clinic,0,Maharashtra,Thane,421201,0,0,Shop No 2 Kapil Vastu Appt Opposite Tilak Post Office Near V G N Jewellers Dombivali E,0
Chheda.S Eye Clinic,Clinic,0,Maharashtra,Thane,421201,0,0,"A-106 Kasturi Plaza,Manpada Road Dombivli(E) Mumbai",0
Chiranjeevi Children`S Hospital,Private,0,Maharashtra,Thane,421201,0,0,"101&102,Padmaraj Chs,Dr. R.Prasad, Road,Shivmandir Cross Rd, Domivali(E)",0
City Hospital And Polyclinic,Clinic,0,Maharashtra,Thane,421201,0,0,"1St Floor, Central Plaza, N.S.S.Road,Vishnu Nagar, , Near Gom Talkies Above Central Bank Of India, Dombivali (W)",0
Dandekar Hospital,Private,0,Maharashtra,Thane,421201,0,0,"B-135-136, Kasturi Plaza B-Wing, Manada Road Dombivli",0
Dr. Chhedas Eye Clinic and Day Care Unit,Clinic,0,Maharashtra,Thane,421201,0,0,"A-106,Kasturi Plaza, Manpada Road, Dombivli (East)",0
Dr. Chiranjeevi Children's Hospital,Private,0,Maharashtra,Thane,421201,0,0,"101&102,Padmaraj Chs, R.P. Road, Near Shiv Mandir, Ram Nagar,Dombivili(E)",0
Dr.Harne Hospital,Private,0,Maharashtra,Thane,421201,0,0,"Mahatma Gandhi Road, Everest Shopping Centre, 2Nd Floor,Opp Railway Station, Dombivli West",0
Gokhale Orthopaedic Centre - Dombivli,Private,0,Maharashtra,Thane,421201,0,0,"B-2,Kasturi Plaza, Manpada Road, Dombivli (E), Mumbai",0
Gurukalash Polyclinc and Nursing Home,Clinic,0,Maharashtra,Thane,421201,0,0,"Ground Floor, Kmc Building, Padmakar Colony, Thakurli(E)",0
Gurukrupa Eye Hospital,Private,0,Maharashtra,Thane,421201,0,0,Dombivali,0
Hambarde Hospital - Mumbai,Private,0,Maharashtra,Thane,421201,0,0,"Tai Pingle Chowk, Opposite Sarvesh Hall Dombivali(W)",0
Heramb Eye Hospital,Private,0,Maharashtra,Thane,421201,0,0,"Archis Apartment, B-Wing, 1St Floor, Tandon Road,Ramangar,Dombivli (E)",0
Icon Hospital,Private,0,Maharashtra,Thane,421201,0,0,Manpada Road Mahaveer Nagar Corner Dombivli,0
Indrayani Hospital,Private,0,Maharashtra,Thane,421201,0,0,"Chamunda Village, Ground Floor, Anand Nagar, Pt. Deendayal Road, Dombivli",0
Ishwar Hospital,Private,0,Maharashtra,Thane,421201,0,0,"Sunder Apartments, 1St Floor ,Rajendra Prasad Road, Ram Nagar ,Dombivali (East)",0
Jeevandeep Hospital and Critical Care Centre,Private,0,Maharashtra,Thane,421201,0,0,"Laxmi Darshan Chs, Off Manpada Rd,Shrikhande Wadi,Opposite Akshay Hsp,Dombivli East",0
Jeevanshree Hospitals,Private,0,Maharashtra,Thane,421201,0,0,"Gurumilan C H S, Gr Flr , Opp Tilak Nagar Post Office, Tilaknagar Dombivli - East Dombivli",0
Karwa Hospital and Iccu,Private,0,Maharashtra,Thane,421201,0,0,"103, 1St Floor, Swar Ganga, Opposite Oriental Bank Of Commerce,Tilak Road, Krishna Radha Society, Dombivli East",0
Kaveri Hospital,Private,0,Maharashtra,Thane,421201,0,0,"Grd. Floor, Hiral Apartments, Manpada Road, Opp Pandurang Vidyalya, Dombivli",0
Kopardes Hospital,Private,0,Maharashtra,Thane,421201,0,0,"1St Floor, Ashitosh Appts, Kalyan Road,  Tilak Chowk, Gopal Nagar, Near Lokmanya Tilak Statue, Dombivli East, Dombivli",0
Kumars Maternity and Surgical Nursing Home,Clinic,0,Maharashtra,Thane,421201,0,0,"Ground Floor, Shree Prasad, OppositeNehru Maidan, Ganesh Mandir Road, Dombivali(E)",0
Life Care Hospital,Private,0,Maharashtra,Thane,421201,0,0,"Samarth Dham Building, Ground Floor, Near Swami Samarth Math, Dombivli(East), Mumbai",0
Mahalaxmi Hospital,Private,0,Maharashtra,Thane,421201,0,0,"Deena Dayan Road Near Samrat Hotel, Dombivli West",0
Navjeevan Nursing Home,Clinic,0,Maharashtra,Thane,421201,0,0,"Nerurkar Bldg, OppositeGodrej Showroom, Manpada Road, Dombivli(E)",0
Netra Sanjeevani Eye Center,Private,0,Maharashtra,Thane,421201,0,0,Dombivali,0
Nulife Hospital - Mumbai,Private,0,Maharashtra,Thane,421201,0,0,"2-3, Balkrishna Apt. Opposite Tilak Nagar Post Office, R.P. Road, Dombivili (E)",0
Om Hospital,Private,0,Maharashtra,Thane,421201,0,0,"First Floor Commerce Centre, Tandon Road Dombivli - East Dombivli",0
"Phoenix Hospital, Dombivali",Private,0,Maharashtra,Thane,421201,0,0,"Opposite D.N.C. Highschool, Nandivli Road,Dombivli (E)",0
Pmrs Ace Children's Hospital,Private,0,Maharashtra,Thane,421201,0,0,"Nandivli Panchanand,Near Star Colony,Off Manapada Road",0
Samarth Nursing Home,Clinic,0,Maharashtra,Thane,421201,0,0,"Pancharishi Gograswadi Gate , Sant Namdev Path , Dombivli ( East )",0
Samata Hospital -Dombivli,Private,0,Maharashtra,Thane,421201,0,0,"Jai Yashodham Manpada Road,Char Rasta, Opp Phadke Watch Centre,Dombivli(W)",0
Shinde Hospital,Private,0,Maharashtra,Thane,421201,0,0,"Rp-21,OppositeSai Ganesh Mandir,Behind Bandish Hotel,Thakurli(E)",0
Shirodkar Hospital Trust,Private,0,Maharashtra,Thane,421201,0,0,"Sitaram Palace, 1St Floor, Manpada Road, Dombivli (E)",0
Shivam Hospital,Private,0,Maharashtra,Thane,421201,0,0,"Plot No. 57, Central Railwaymen's Welfare Asscoiation Chs, Kalyan Road, Dombivli (East)",0
Shree Chaitanya Hospital,Private,0,Maharashtra,Thane,421201,0,0,"Shivraj 1St Floor, Near Shivaji Statue, Manpada Road, Dombivli (E)",0
Shree Sadguru Krupa Hospital,Private,0,Maharashtra,Thane,421201,0,0,No/A/01 On Frist Floor Sanavi Apartment Gupte Road Dombivali W,0
Shreeram Nursing Home,Clinic,0,Maharashtra,Thane,421201,0,0,"Jay Jay Shriram, Rajaji Path, Ramnagar,Dombivli",0
Shri Chaitanya Hospital - Mumbai,Private,0,Maharashtra,Thane,421201,0,0,"Shivraj Ist Floor Near Shivraj Statue, Manpada Road, Dombivali (E)",0
Shrinivas Hospital,Private,0,Maharashtra,Thane,421201,0,0,"Sita Nivas, Patkar, Dombivili",0
Sparsh Multispeciality Hospital and I C C U,Private,0,Maharashtra,Thane,421201,0,0,"1St Floor, Sudama Arcade, R P Roadtilak Naagar, Dombivli (E)",0
Star Hospital,Private,0,Maharashtra,Thane,421201,0,0,"Deena Dayal Road, Near Samrat Hotel, Dombivli West",0
Suyash Hospital,Private,0,Maharashtra,Thane,421201,0,0,"Nimal Chayaa, Opposite Agarwal Hall, Manpada Road, Dombivali (E)",0
Suyash Hospital,Private,0,Maharashtra,Thane,421201,0,0,Opposite Agarwal Hall Manpada Rd,0
Varde Hospital,Private,0,Maharashtra,Thane,421201,0,0,"Torna Bldg, 1St Floor, Shivmarket, Opp Shivaji Statue, Manpada Road, Dombivli",0
Vimal Nursing Home For Children,Clinic,0,Maharashtra,Thane,421201,0,0,"Yashodham , 3Rd Floor, Manpade Rd, Dombivli East",0
Yash Hospital,Private,0,Maharashtra,Thane,421201,0,0,"L.N Marg, Shrikhande, Near Akshay Hospital, Dombivli",0
Apurva Nursing Home,Clinic,0,Maharashtra,Thane,421202,0,0,"Klassik Apartments Opp Santoshi Mata Mandir, Kopar Road, Dombivli - West Dombivli",0
Dandekar Hospital and Dyalysis Centre,Private,0,Maharashtra,Thane,421202,0,0,"135/136, Kasturi Plaza, B-Wing, Manpada Rd, Dombivli East",0
Dhanvantari Clinic,Clinic,0,Maharashtra,Thane,421202,0,0,"S2/Mayur Chs Ltd, Subhash Rd, Chincholi Pada, Dombiivli (W)",0
Dr Rajesh Mayekar Clinic,Clinic,0,Maharashtra,Thane,421202,0,0,"205-B, Gulmohar, Sector 2, Vasai (E)",0
Dr Vishwas Puranik Dental Clinic Dombivali,Clinic,0,Maharashtra,Thane,421202,0,0,Niranjan Society Opp Kranti Dept Stores M G Chowk Dombivali West,0
Krishna Hospital,Private,0,Maharashtra,Thane,421202,0,0,"Prabhu Niwas, B-1, K.T.Village, Meena Nagar, Opposite Greater Bank, Vasai(W)",0
Life Line Hospital and Icu -,Private,0,Maharashtra,Thane,421202,0,0,"Balkrishna Apartment, D Wing, 1St Floor, G. Gupte Road, Dombivli (West)",0
Mauli Maternity Children and General Hospital,Private,0,Maharashtra,Thane,421202,0,0,"Siddhi Bldg,Gr.Floor, OppositeArunoday Chs,Mahatma Phule Road,Bhoirwadi,D",0
Nathkrupa Nursing Home,Clinic,0,Maharashtra,Thane,421202,0,0,"Amoghsidha Bullding, Retlbunder Road, Near Rokhade Bldg. Dombivli (W)",0
Renuka Hospital And Icu,Private,0,Maharashtra,Thane,421202,0,0,"2Nd Floor, Rohini Appartment, Gopte Road, Dombivli W",0
Sai Shraddha Hospital,Private,0,Maharashtra,Thane,421202,0,0,"1St Floor, Klassic Apartment, Kopar Road, Dombivili West, Mumbai",0
Sejal Optik Dombivali,Private,0,Maharashtra,Thane,421202,0,0,4 Matru Pitru Chaya Shastrinagar Dombivali West,0
Shree Krupa Hospital,Private,0,Maharashtra,Thane,421202,0,0,"Raigad Building,First Floor,Near Reti Bhavan,Station Road,Dombivli (West)",0
Spandan Hospital and Iccu,Private,0,Maharashtra,Thane,421202,0,0,Dombivali,0
Aims (Asian Institute Of Medical Sciences) - Dombivli,Private,0,Maharashtra,Thane,421203,0,0,"Plot P - 72, Milap Nagar, Midc, Dombivli",0
Kamat Hospital,Private,0,Maharashtra,Thane,421203,0,0,"P-69, Residential Zone, Midc, Dombivali East",0
Manawata Hospital And Smt Nalinighag Maternity,Private,0,Maharashtra,Thane,421203,0,0,"1 St Floor Nalini Apartment , Bhatsadi Road, Kisan Nagar No 3 Wagle Estate",0
Rajanigandha Hospital And Iccu,Private,0,Maharashtra,Thane,421203,0,0,"Gaondevi Shopping Centre Plot No -X-25, 1St Floor, M I D C Phase Ii, Dombivli - East Dombivli",0
Sai Jyot Hospital,Private,0,Maharashtra,Thane,421203,0,0,"93, Muktai Bldg, 1St Floor, Opposite D.N.C. School Ground, D.N.C. Road, Dombivli",0
